sa1_code_2021,school,walk_time_sec
80106106205,Alfred Deakin High School,1897.175828714902
80106106205,Forrest Primary  School,1524.7322377395508
80106106205,Telopea Park School,2027.7466262170271
80106106206,Forrest Primary  School,2237.2720346032693
80106106206,Telopea Park School,2740.286423080746
80106106207,Telopea Park School,2558.4394673564075
80106106208,Alfred Deakin High School,1147.3480276796238
80106106208,Forrest Primary  School,2283.4494984617686
80106106209,Forrest Primary  School,1609.405132417447
80106106209,Telopea Park School,2112.4195208949236
80106106301,Forrest Primary  School,563.5854230875844
80106106301,Telopea Park School,325.4519554761189
80106106302,Forrest Primary  School,373.86619738727927
80106106303,Forrest Primary  School,440.8438388715521
80106106303,Telopea Park School,1307.5665707221478
80106106304,Forrest Primary  School,788.5490452666228
80106106304,Telopea Park School,1291.5634337440995
80106106401,Forrest Primary  School,1451.721105903165
80106106401,Telopea Park School,800.7182623214461
80106106402,Forrest Primary  School,1500.0893329685875
80106106402,Red Hill Primary School,1980.6573966140015
80106106402,Telopea Park School,1217.5247196853259
80106106403,Telopea Park School,1722.8925049455152
80106106405,Forrest Primary  School,1866.6028535524665
80106106405,Red Hill Primary School,1185.5101863389993
80106106405,Telopea Park School,1770.5786496950889
80106106407,Red Hill Primary School,1469.0761480899869
80106106410,Telopea Park School,648.2276453140172
80106106411,Forrest Primary  School,1591.6947665359423
80106106411,Red Hill Primary School,2439.1695827658386
80106106411,Telopea Park School,979.1787231919153
80106106413,Forrest Primary  School,1075.986818984165
80106106413,Red Hill Primary School,1765.9468203921974
80106106413,Telopea Park School,1162.230316880508
80106106415,Red Hill Primary School,878.154059075325
80106106415,Telopea Park School,2134.1686128445103
80106106416,Red Hill Primary School,1307.739307455391
80106106416,Telopea Park School,1806.2435965649593
80106106701,Forrest Primary  School,3344.2943112348053
80106106701,Red Hill Primary School,2348.267668563476
80106106701,Telopea Park School,2814.120335886901
80106106702,Red Hill Primary School,2153.608561387863
80106106702,Telopea Park School,2613.727277668572
80106106703,Red Hill Primary School,1946.7595778680418
80106106703,Telopea Park School,2345.4636338585683
80106106704,Forrest Primary  School,2844.2211587174133
80106106704,Red Hill Primary School,2479.220126151115
80106106704,Telopea Park School,2221.596361695563
80106106705,Forrest Primary  School,3212.0518001178843
80106106705,Red Hill Primary School,2451.2542019956645
80106106705,Telopea Park School,2589.4270030960333
80106106706,Forrest Primary  School,3117.9088082092403
80106106706,Red Hill Primary School,2598.874888142
80106106706,Telopea Park School,2495.2840111873893
80106106707,Red Hill Primary School,1490.6227239871082
80106106707,Telopea Park School,3059.9298665931647
80106106708,Red Hill Primary School,644.5305903866112
80106106708,Telopea Park School,2619.1854245611876
80106106709,Forrest Primary  School,2379.4382872120873
80106106709,Red Hill Primary School,1171.4456068503794
80106106709,Telopea Park School,2157.2224894116857
80106106710,Red Hill Primary School,1283.424321933467
80106106710,Telopea Park School,2646.643465799903
80106106712,Red Hill Primary School,981.5143969403687
80106106712,Telopea Park School,2964.0800626692717
80106106713,Red Hill Primary School,1002.9894107708639
80106106713,Telopea Park School,2312.3092133968125
80106106714,Forrest Primary  School,2243.3904489050306
80106106714,Telopea Park School,1960.8258356217689
80106106715,Forrest Primary  School,2333.4270414632256
80106106715,Red Hill Primary School,1472.1129986070243
80106106715,Telopea Park School,2050.8624281799644
80106106716,Forrest Primary  School,2413.2838663481325
80106106716,Telopea Park School,1817.1206259687146
80106106717,Red Hill Primary School,2311.26211391007
80106106717,Telopea Park School,3005.011158523611
80106106719,Red Hill Primary School,1102.1565992479404
80106106719,Telopea Park School,3327.624139053762
80106106901,Red Hill Primary School,711.2395878953505
80106106901,Telopea Park School,3187.8420167306963
80106106903,Red Hill Primary School,1002.6775810633274
80106106903,Telopea Park School,3064.1605972215107
80106106904,Telopea Park School,2963.195571716562
80106106905,Red Hill Primary School,404.8079170533417
80106106905,Telopea Park School,2842.2463926732257
80106106906,Red Hill Primary School,416.2092983435809
80106106906,Telopea Park School,2580.990903052933
80106106907,Red Hill Primary School,1075.9011954866546
80106106907,Telopea Park School,2429.3813893100496
80106106909,Red Hill Primary School,1166.4558037588588
80106106909,Telopea Park School,2499.2018582903474
80106107003,Alfred Deakin High School,2161.647879889254
80106107005,Alfred Deakin High School,1995.45867317717
80106107005,Telopea Park School,2936.7246859683605
80106107007,Alfred Deakin High School,2324.6343183047743
80106107008,Forrest Primary  School,2618.351218353395
80106107008,Telopea Park School,2670.485831209258
80106112901,Forrest Primary  School,916.3121175233758
80106112901,Telopea Park School,408.78801346825304
80106112902,Forrest Primary  School,1264.8500295185613
80106112902,Telopea Park School,512.1593864860986
80106112903,Forrest Primary  School,1321.2365798177218
80106112903,Telopea Park School,1365.482828778732
80106113103,Forrest Primary  School,1866.7149422540137
80106113103,Red Hill Primary School,2558.9882435391787
80106113103,Telopea Park School,1162.8915872206433
80106113107,Amaroo School,8561.596769090514
80106113107,Red Hill Primary School,2726.532610362515
80106113108,Telopea Park School,899.1420764212942
80107107104,Lake Tuggeranong College,23114.353287905236
80107107108,Lake Tuggeranong College,22660.98159032013
80107107108,Wanniassa School,8730.325091775963
80107107110,Lake Tuggeranong College,22213.407708203336
80107107112,Lake Tuggeranong College,22431.769418622393
80107107203,Lake Tuggeranong College,18947.88286738143
80107107205,Lake Tuggeranong College,18324.092206205056
80107107206,Lake Tuggeranong College,18326.588770561295
80107107208,Lake Tuggeranong College,18530.373780330658
80107107208,Melrose High School,7596.926189884032
80107107301,Calwell High School,1705.62060164291
80107107301,Calwell Primary School,928.046596012327
80107107301,Theodore Primary School,2638.3426307090017
80107107302,Calwell High School,1265.3350565992116
80107107302,Calwell Primary School,641.4910977083316
80107107302,Lake Tuggeranong College,18281.02135989646
80107107303,Calwell High School,1527.8071071029347
80107107303,Calwell Primary School,750.2331014723513
80107107303,Melrose High School,8349.943325637172
80107107303,Namadgi School,5719.99036312844
80107107304,Calwell High School,545.8953822632386
80107107304,Calwell Primary School,456.3749465953903
80107107307,Calwell High School,884.2754457035669
80107107307,Calwell Primary School,980.9602511800454
80107107308,Calwell Primary School,632.6323465736994
80107107309,Calwell High School,1292.9241964183352
80107107309,Calwell Primary School,605.7087940668584
80107107309,Theodore Primary School,2162.413838505138
80107107311,Calwell High School,1937.0093208584658
80107107311,Calwell Primary School,1159.4353152278825
80107107312,Calwell High School,901.5986593172759
80107107312,Calwell Primary School,642.6056364651273
80107107313,Calwell High School,1806.4872576094158
80107107313,Calwell Primary School,1047.8624865256834
80107107314,Calwell Primary School,594.6766467972122
80107107316,Calwell High School,868.4810820104925
80107107316,Calwell Primary School,649.1376716276676
80107107317,Calwell Primary School,485.2497554332355
80107107401,Caroline Chisholm School,692.3036739870059
80107107402,Caroline Chisholm School,709.0489819221245
80107107403,Caroline Chisholm School,1138.6666558050422
80107107404,Caroline Chisholm School,462.91103876415355
80107107405,Caroline Chisholm School,1187.4464389322977
80107107405,Lake Tuggeranong College,17892.559952656957
80107107406,Calwell High School,2041.6371100730235
80107107406,Caroline Chisholm School,1457.8774091438354
80107107407,Caroline Chisholm School,724.0939948437704
80107107407,Lake Tuggeranong College,17226.961158753755
80107107408,Caroline Chisholm School,582.7419204115479
80107107409,Caroline Chisholm School,1040.3233891559696
80107107409,Melrose High School,7843.266860319108
80107107410,Caroline Chisholm School,1474.563409117821
80107107410,Lake Tuggeranong College,17345.479773266805
80107107411,Caroline Chisholm School,1590.2973837366576
80107107412,Caroline Chisholm School,1066.7284965131964
80107107412,Wanniassa School,4871.289606068013
80107107413,Caroline Chisholm School,752.9899095468559
80107107413,Lake Tuggeranong College,17193.770674832074
80107107506,Lake Tuggeranong College,21984.339652761482
80107107507,Lake Tuggeranong College,22219.964512599578
80107107510,Lake Tuggeranong College,21728.298285917692
80107107510,Namadgi School,8459.635198277385
80107107512,Lake Tuggeranong College,21182.271956954897
80107107516,Lake Tuggeranong College,20699.054491419232
80107107701,Caroline Chisholm School,1339.929801816304
80107107701,Melrose High School,7054.045123839818
80107107702,Caroline Chisholm School,877.3502111109937
80107107702,Lake Tuggeranong College,16478.667862267208
80107107703,Caroline Chisholm School,1214.2045991052007
80107107703,Lake Tuggeranong College,16742.86577010165
80107107705,Caroline Chisholm School,1660.8312713154203
80107107705,Lake Tuggeranong College,17051.584093127756
80107107706,Caroline Chisholm School,1956.7575814133208
80107107707,Caroline Chisholm School,1883.6892933766374
80107107801,Lake Tuggeranong College,22413.105298962702
80107107803,Lake Tuggeranong College,22640.386708401977
80107107803,Theodore Primary School,5052.898660736912
80107107806,Lake Tuggeranong College,22980.76669079267
80107107813,Lake Tuggeranong College,21573.5659332376
80107107814,Lake Tuggeranong College,22247.302460667557
80107107816,Lake Tuggeranong College,21904.529664649224
80107107818,Lake Tuggeranong College,19501.093890670407
80107107901,Caroline Chisholm School,2258.1523665942796
80107107903,Alfred Deakin High School,9272.658450972262
80107107903,Caroline Chisholm School,1935.0076397234504
80107107903,Lake Tuggeranong College,15824.823253373765
80107107905,Caroline Chisholm School,1995.7638324017132
80107107907,Caroline Chisholm School,1765.6708942575654
80107107909,Caroline Chisholm School,1878.7521964210134
80107108002,Namadgi School,1228.5549944971456
80107108002,Wanniassa School,1752.3953174692672
80107108102,Lake Tuggeranong College,18679.048920185156
80107108103,Calwell High School,2487.83606874654
80107108104,Calwell High School,2360.4511577526
80107108105,Calwell Primary School,1968.6539206341497
80107108105,Caroline Chisholm School,2765.404388031001
80107108105,Theodore Primary School,3244.9024725675563
80107108108,Lake Tuggeranong College,17969.06374177268
80107108109,Lake Tuggeranong College,17961.24058394564
80107108111,Lake Tuggeranong College,18003.26849940221
80107108201,Namadgi School,974.5390271608186
80107108203,Lake Tuggeranong College,14818.423529594085
80107108203,Namadgi School,1749.2054651030498
80107108204,Namadgi School,1211.3784676632777
80107108205,Namadgi School,1267.0442849569822
80107108206,Lake Tuggeranong College,15713.939773181171
80107108206,Namadgi School,1200.0595607996313
80107108207,Lake Tuggeranong College,15839.715174237666
80107108207,Namadgi School,1438.355325089932
80107108207,Wanniassa School,3026.15023906829
80107108208,Namadgi School,1322.904311842706
80107108209,Wanniassa Hills Primary School,1389.5505048449659
80107108210,Namadgi School,1139.3445867205044
80107108211,Namadgi School,1305.1613506323342
80107108212,Namadgi School,1467.41686252563
80107108212,Stromlo High School,4527.451974366028
80107108213,Lake Tuggeranong College,16241.788388105799
80107108213,Melrose High School,4990.81351290885
80107108213,Namadgi School,895.3869515746409
80107108213,Stromlo High School,4946.810844750899
80107108214,Namadgi School,1017.0034255892442
80107108215,Namadgi School,413.6735803140506
80107108216,Namadgi School,731.2265593338005
80107108219,Namadgi School,1224.4289019725695
80107108220,Namadgi School,2362.365541393772
80107108220,Stromlo High School,3929.389088831352
80107108221,Namadgi School,2139.312231468066
80107108222,Stromlo High School,3438.9609381205546
80107108223,Melrose High School,4013.7908440219644
80107108223,Namadgi School,1086.4170059693736
80107108224,Namadgi School,612.0816197075203
80107108225,Namadgi School,1383.1398549253677
80107108227,Namadgi School,1303.5798037768577
80107108228,Stromlo High School,2935.819015994881
80107108229,Namadgi School,2900.829777082899
80107108230,Namadgi School,3241.1878259885048
80107108231,Namadgi School,2139.4666822048375
80107108231,Stromlo High School,3368.2382226486047
80107108233,Namadgi School,1227.9783309251925
80107108234,Namadgi School,2312.895202979247
80107108235,Alfred Deakin High School,7643.734403799777
80107108235,Melrose High School,4118.953974852901
80107108235,Namadgi School,1982.4893915855387
80107108235,Stromlo High School,3123.507533946451
80107108236,Lake Tuggeranong College,15044.434663098718
80107108236,Namadgi School,2427.4117722739356
80107108236,Stromlo High School,2989.7740841641084
80107108239,Lake Tuggeranong College,16124.908407628678
80107108239,Namadgi School,1554.7232578991309
80107108239,Stromlo High School,4829.930864273779
80107108240,Namadgi School,2208.226877410492
80107108241,Namadgi School,1857.8798154852327
80107108241,Wanniassa Hills Primary School,1450.9253023356052
80107108301,Alfred Deakin High School,9078.520354856404
80107108301,Caroline Chisholm School,2046.7781081104831
80107108402,Melrose High School,5188.915491772764
80107108412,Wanniassa School,2827.514243999328
80107108415,Calwell High School,3123.765124082957
80107108415,Wanniassa School,3195.5990380649346
80107108417,Lake Tuggeranong College,16801.994118907573
80107108417,Melrose High School,5903.892948271784
80107108418,Caroline Chisholm School,2524.2637194336294
80107108601,Lake Tuggeranong College,15889.939101657457
80107108601,Wanniassa Hills Primary School,2306.5056623947253
80107108601,Wanniassa School,1614.1406254483843
80107108603,Caroline Chisholm School,4418.683981347365
80107108603,Lake Tuggeranong College,16538.37897421982
80107108603,Wanniassa School,2262.580498010741
80107108605,Lake Tuggeranong College,16279.73849092965
80107108605,Wanniassa School,2003.940014720572
80107108701,Calwell High School,2902.9932865304913
80107108701,Caroline Chisholm School,1153.2129320816405
80107108701,Lake Tuggeranong College,17617.4947772353
80107108701,Wanniassa Hills Primary School,3943.417211450391
80107108702,Calwell High School,1689.0476654986442
80107108702,Caroline Chisholm School,1544.073478556914
80107108703,Calwell High School,1397.1289867105857
80107108703,Calwell Primary School,1519.2836297359363
80107108704,Caroline Chisholm School,1584.3460050313652
80107108705,Calwell High School,1692.0224049642602
80107108705,Caroline Chisholm School,1668.9852642707606
80107108705,Lake Tuggeranong College,18142.963318596292
80107108706,Calwell High School,2587.6463864484435
80107108706,Caroline Chisholm School,1528.9800748367095
80107108706,Lake Tuggeranong College,17473.716752003562
80107108707,Caroline Chisholm School,788.8454059744272
80107108801,Calwell High School,2000.1892282765143
80107108801,Theodore Primary School,1201.270357769183
80107108802,Calwell High School,2296.6881829015397
80107108802,Theodore Primary School,1211.8241001637457
80107108803,Lake Tuggeranong College,19849.862622877292
80107108803,Theodore Primary School,1086.5806919187496
80107108804,Calwell High School,1360.0864194531855
80107108804,Theodore Primary School,549.5504532688532
80107108805,Calwell High School,1160.6550118589932
80107108805,Theodore Primary School,961.2930955612911
80107108806,Calwell High School,691.0641988447072
80107108806,Theodore Primary School,763.8633065864686
80107108807,Calwell High School,927.5549882792221
80107108807,Lake Tuggeranong College,19321.474364407135
80107108807,Theodore Primary School,387.58238906646017
80107108808,Calwell High School,1646.6607887164737
80107108808,Theodore Primary School,788.1778734900801
80107108809,Calwell High School,1630.9348506165832
80107108809,Lake Tuggeranong College,20034.187657311082
80107108809,Theodore Primary School,655.9578046058784
80107108810,Calwell High School,1154.179522654153
80107108810,Theodore Primary School,69.31543991635999
80107109001,Wanniassa Hills Primary School,311.7249512936769
80107109002,Melrose High School,3044.6645955948156
80107109003,Melrose High School,3520.931557309308
80107109003,Wanniassa Hills Primary School,390.72111144946115
80107109004,Wanniassa Hills Primary School,932.8889682798565
80107109004,Wanniassa School,1572.7292719311906
80107109005,Wanniassa Hills Primary School,1284.7526862479854
80107109005,Wanniassa School,729.3802361428277
80107109006,Wanniassa Hills Primary School,1569.3341710318714
80107109006,Wanniassa School,905.8825154043867
80107109007,Wanniassa Hills Primary School,1203.6949830125425
80107109008,Wanniassa School,1581.6366107671026
80107109009,Lake Tuggeranong College,15016.782714821655
80107109009,Wanniassa School,710.0270008704653
80107109010,Melrose High School,3092.8632107846556
80107109010,Wanniassa Hills Primary School,357.51403928641736
80107109011,Melrose High School,4091.7752547721866
80107109011,Wanniassa Hills Primary School,931.4152496252981
80107109011,Wanniassa School,805.3050664975835
80107109012,Wanniassa Hills Primary School,596.3425914806847
80107109013,Wanniassa Hills Primary School,769.3206191410715
80107109014,Melrose High School,3308.9263628098106
80107109014,Wanniassa Hills Primary School,732.1592345825376
80107109015,Lake Tuggeranong College,15506.11146147126
80107109015,Namadgi School,1786.2832662562384
80107109015,Wanniassa School,1290.8501392565195
80107109016,Lake Tuggeranong College,15016.838977950902
80107109016,Telopea Park School,10562.299643924956
80107109016,Wanniassa School,801.5776557361589
80107109017,Wanniassa Hills Primary School,1102.8057723343918
80107109018,Wanniassa Hills Primary School,993.1701118810518
80107109019,Wanniassa Hills Primary School,706.6359212607966
80107109019,Wanniassa School,387.5220744799784
80107109020,Wanniassa School,1261.2276644630995
80108109102,Stromlo High School,1556.8802570403475
80108109105,Stromlo High School,2102.5138792653424
80108109107,Alfred Deakin High School,6853.0286029193185
80108109107,Stromlo High School,1266.58556299157
80108109108,Stromlo High School,1216.222622946037
80108109201,Melrose High School,6330.940779771932
80108109201,Stromlo High School,3488.227491976248
80108109202,Stromlo High School,3277.0347599682427
80108109203,Stromlo High School,3002.3774450522687
80108109205,Stromlo High School,3288.5197003019266
80108109206,Stromlo High School,3766.5931620670976
80108109208,Stromlo High School,3804.6004963294185
80108109303,Stromlo High School,1224.171482820134
80108109304,Stromlo High School,966.2977841309598
80108109304,Telopea Park School,9717.04475889638
80108109305,Stromlo High School,408.2300694389014
80108109306,Alfred Deakin High School,6788.4016625821705
80108109306,Stromlo High School,1329.0482916742762
80108109403,Stromlo High School,2885.9248860989096
80108109405,Alfred Deakin High School,5911.8897139008095
80108109405,Stromlo High School,2604.401311727592
80108109405,Telopea Park School,8736.22765409881
80108109406,Stromlo High School,2971.040093088811
80108109504,Stromlo High School,1727.6429315201551
80108109505,Stromlo High School,2308.9180358669078
80108109506,Stromlo High School,1952.7302942845574
80108109507,Stromlo High School,2187.4980170700073
80108109508,Stromlo High School,2239.8119636370666
80108109509,Stromlo High School,2485.913036464593
80108109601,Stromlo High School,1325.7230363758135
80108109602,Stromlo High School,1149.4462506764264
80108109603,Stromlo High School,842.5625591480022
80108109604,Alfred Deakin High School,6371.866526055317
80108109604,Stromlo High School,898.157881417783
80108109604,Telopea Park School,9196.204466253319
80108109605,Stromlo High School,550.1223401993625
80108109701,Stromlo High School,878.8579640221964
80108109702,Stromlo High School,1045.9089216632426
80108109703,Stromlo High School,1490.9043410945308
80108109706,Stromlo High School,1609.352830012563
80108109706,Telopea Park School,7878.619594028626
80108109707,Alfred Deakin High School,4973.9792322724215
80108109707,Stromlo High School,1303.6424830339035
80108109708,Stromlo High School,1198.002557036075
80108109802,Stromlo High School,2685.7927670585477
80108109807,Stromlo High School,1811.2334723177187
80108109809,Stromlo High School,1872.5571549415106
80108109812,Stromlo High School,3083.85064391297
80108109814,Stromlo High School,2508.381526733784
80109109901,Alfred Deakin High School,3864.8203628644064
80109109901,Melrose High School,1535.638878863246
80109109904,Alfred Deakin High School,4317.46019924347
80109109904,Melrose High School,1621.4042336041214
80109110002,Alfred Deakin High School,3929.731138507091
80109110003,Alfred Deakin High School,3985.153263484606
80109110004,Alfred Deakin High School,3187.16966479831
80109110004,Telopea Park School,6011.507604996313
80109110005,Alfred Deakin High School,4499.39491592336
80109110006,Alfred Deakin High School,3431.7767427587046
80109110007,Alfred Deakin High School,4232.701164430575
80109110007,Telopea Park School,7057.039104628577
80109110008,Alfred Deakin High School,4608.961182125504
80109110008,Telopea Park School,7433.2991223235085
80109110010,Alfred Deakin High School,4880.302236349373
80109110011,Alfred Deakin High School,4229.149077967336
80109110012,Alfred Deakin High School,4574.563192472923
80109110012,Telopea Park School,7398.901132670927
80109110101,Melrose High School,2004.9096020944214
80109110102,Melrose High School,2774.795021413392
80109110104,Alfred Deakin High School,5955.483964925022
80109110104,Melrose High School,2192.218909687708
80109110105,Melrose High School,2198.626244324371
80109110105,Telopea Park School,7188.8163503552205
80109110107,Melrose High School,1655.4053455061444
80109110109,Alfred Deakin High School,6387.517337856745
80109110109,Melrose High School,2477.8974539232104
80109110110,Melrose High School,1978.4736087497201
80109110202,Alfred Deakin High School,2263.7374063653824
80109110203,Alfred Deakin High School,3229.7537779655468
80109110204,Telopea Park School,3195.380607456194
80109110205,Alfred Deakin High School,1993.934891350924
80109110206,Alfred Deakin High School,2361.350781565801
80109110207,Alfred Deakin High School,3075.253603916666
80109110209,Alfred Deakin High School,3039.789936921973
80109110211,Alfred Deakin High School,3008.703715396434
80109110301,Alfred Deakin High School,1339.9328451609194
80109110302,Alfred Deakin High School,1611.3678380499255
80109110303,Alfred Deakin High School,1556.6061732764024
80109110304,Alfred Deakin High School,1222.8310692918933
80109110304,Telopea Park School,3652.298036327226
80109110305,Alfred Deakin High School,1279.3776749339097
80109110306,Alfred Deakin High School,1083.4481336713666
80109110307,Alfred Deakin High School,1587.753992129939
80109110401,Melrose High School,2350.039685545691
80109110403,Melrose High School,2769.941159070549
80109110405,Alfred Deakin High School,5888.906942335116
80109110502,Alfred Deakin High School,3300.652526793546
80109110502,Telopea Park School,6124.990466991548
80109110504,Alfred Deakin High School,3008.72487819507
80109110505,Alfred Deakin High School,3320.613066629132
80109110506,Alfred Deakin High School,3408.0053351369456
80109110506,Telopea Park School,6232.343275334948
80109110506,Wanniassa School,5980.700859333589
80109110507,Alfred Deakin High School,3226.274515530259
80109110601,Melrose High School,1770.832437524523
80109110602,Melrose High School,1351.3872234517291
80109110603,Melrose High School,1654.097308421822
80109110604,Melrose High School,1634.1596900731622
80109110606,Melrose High School,1782.936002131053
80109110702,Alfred Deakin High School,4014.7159521346907
80109110702,Melrose High School,3207.5178038222434
80109110702,Telopea Park School,5368.178386239375
80109110804,Telopea Park School,7693.326850754783
80109110805,Melrose High School,967.32425827809
80109110805,Telopea Park School,7061.219665810261
80109111001,Melrose High School,1245.5656880973859
80109111002,Alfred Deakin High School,5074.880749288027
80109111002,Melrose High School,626.5364614285929
80109111004,Melrose High School,746.5677554198563
80109111005,Melrose High School,1400.452094971803
80109111006,Melrose High School,1626.736715631302
80110113902,Telopea Park School,9517.089823393513
80110113906,Stromlo High School,4124.2562029820665
